product_id,channel_id,season,size,units,stock_units,name,category,price,cost,sku,leftover,capital_cost,sell_through,stockout
FBE5E6Q4S6,Copenhagen,2019,XS,19,19,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XS,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2019,S,18,18,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_S,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2019,M,99,170,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_M,71,810.891,0.5823529411764706,False
FBE5E6Q4S6,Copenhagen,2019,L,48,48,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_L,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2019,XL,9,9,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XL,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2019,XXL,10,10,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XXL,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2020,XS,20,25,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XS,5,57.105,0.8,False
FBE5E6Q4S6,Copenhagen,2020,S,16,16,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_S,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2020,M,81,81,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_M,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2020,L,20,20,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_L,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2020,XL,19,19,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XL,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2020,XXL,10,10,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XXL,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2021,XS,13,13,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XS,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2021,S,12,12,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_S,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2021,M,69,75,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_M,6,68.526,0.92,False
FBE5E6Q4S6,Copenhagen,2021,L,57,72,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_L,15,171.315,0.7916666666666666,False
FBE5E6Q4S6,Copenhagen,2021,XL,24,24,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XL,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2021,XXL,3,3,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XXL,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2022,XS,10,10,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XS,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2022,S,28,50,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_S,22,251.262,0.56,False
FBE5E6Q4S6,Copenhagen,2022,M,22,22,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_M,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2022,L,51,51,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_L,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2022,XL,20,36,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XL,16,182.736,0.5555555555555556,False
FBE5E6Q4S6,Copenhagen,2022,XXL,9,9,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XXL,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2023,XS,17,17,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XS,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2023,S,21,21,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_S,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2023,M,61,112,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_M,51,582.471,0.5446428571428571,False
FBE5E6Q4S6,Copenhagen,2023,L,44,44,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_L,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2023,XL,14,14,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XL,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2023,XXL,2,2,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XXL,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2024,XS,15,15,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XS,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2024,S,17,17,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_S,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2024,M,115,133,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_M,18,205.578,0.8646616541353384,False
FBE5E6Q4S6,Copenhagen,2024,L,77,77,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_L,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2024,XL,24,24,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XL,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2024,XXL,8,8,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XXL,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2025,XS,25,25,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XS,0,0.0,1.0,True
FBE5E6Q4S6,Copenhagen,2025,S,49,93,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_S,44,502.524,0.5268817204301075,False
FBE5E6Q4S6,Copenhagen,2025,M,100,116,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_M,16,182.736,0.8620689655172413,False
FBE5E6Q4S6,Copenhagen,2025,L,66,73,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_L,7,79.947,0.9041095890410958,False
FBE5E6Q4S6,Copenhagen,2025,XL,30,33,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XL,3,34.263,0.9090909090909091,False
FBE5E6Q4S6,Copenhagen,2025,XXL,16,16,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XXL,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2018,XS,20,28,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XS,8,91.368,0.7142857142857143,False
FBE5E6Q4S6,Helsinki,2018,S,30,30,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_S,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2018,M,77,107,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_M,30,342.63,0.719626168224299,False
FBE5E6Q4S6,Helsinki,2018,L,52,52,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_L,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2018,XL,29,50,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XL,21,239.84099999999998,0.58,False
FBE5E6Q4S6,Helsinki,2018,XXL,15,15,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XXL,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2019,XS,5,5,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XS,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2019,S,17,17,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_S,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2019,M,94,130,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_M,36,411.156,0.7230769230769231,False
FBE5E6Q4S6,Helsinki,2019,L,57,88,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_L,31,354.051,0.6477272727272727,False
FBE5E6Q4S6,Helsinki,2019,XL,14,14,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XL,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2019,XXL,8,8,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XXL,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2020,XS,5,5,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XS,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2020,S,24,24,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_S,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2020,M,39,39,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_M,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2020,L,31,31,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_L,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2020,XL,15,15,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XL,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2020,XXL,4,4,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XXL,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2021,XS,9,9,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XS,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2021,S,65,65,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_S,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2021,M,64,64,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_M,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2021,L,72,72,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_L,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2021,XL,22,22,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XL,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2021,XXL,18,18,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XXL,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2022,XS,5,5,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XS,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2022,S,47,76,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_S,29,331.209,0.618421052631579,False
FBE5E6Q4S6,Helsinki,2022,M,42,42,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_M,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2022,L,45,45,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_L,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2022,XL,25,25,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XL,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2022,XXL,7,7,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XXL,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2023,XS,9,9,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XS,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2023,S,32,32,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_S,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2023,M,67,67,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_M,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2023,L,35,35,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_L,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2023,XL,20,20,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XL,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2023,XXL,9,9,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XXL,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2024,XS,19,19,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XS,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2024,S,18,18,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_S,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2024,M,76,76,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_M,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2024,L,49,49,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_L,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2024,XL,25,25,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XL,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2024,XXL,12,12,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XXL,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2025,XS,16,16,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XS,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2025,S,13,13,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_S,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2025,M,81,89,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_M,8,91.368,0.9101123595505618,False
FBE5E6Q4S6,Helsinki,2025,L,46,46,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_L,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2025,XL,21,21,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XL,0,0.0,1.0,True
FBE5E6Q4S6,Helsinki,2025,XXL,9,9,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XXL,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2018,XS,12,13,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XS,1,11.421,0.9230769230769231,False
FBE5E6Q4S6,Paris,2018,S,13,13,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_S,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2018,M,42,52,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_M,10,114.21,0.8076923076923077,False
FBE5E6Q4S6,Paris,2018,L,9,9,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_L,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2018,XL,8,8,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XL,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2018,XXL,1,1,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XXL,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2019,XS,10,11,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XS,1,11.421,0.9090909090909091,False
FBE5E6Q4S6,Paris,2019,S,26,41,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_S,15,171.315,0.6341463414634146,False
FBE5E6Q4S6,Paris,2019,M,18,18,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_M,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2019,L,4,4,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_L,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2019,XL,4,4,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XL,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2019,XXL,3,3,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XXL,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2020,XS,5,6,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XS,1,11.421,0.8333333333333334,False
FBE5E6Q4S6,Paris,2020,S,11,11,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_S,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2020,M,53,100,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_M,47,536.787,0.53,False
FBE5E6Q4S6,Paris,2020,L,21,21,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_L,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2020,XL,10,12,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XL,2,22.842,0.8333333333333334,False
FBE5E6Q4S6,Paris,2020,XXL,5,5,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XXL,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2021,XS,1,1,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XS,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2021,S,21,23,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_S,2,22.842,0.9130434782608695,False
FBE5E6Q4S6,Paris,2021,M,26,26,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_M,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2021,L,19,19,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_L,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2021,XL,11,11,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XL,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2021,XXL,6,6,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XXL,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2022,XS,5,5,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XS,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2022,S,22,33,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_S,11,125.631,0.6666666666666666,False
FBE5E6Q4S6,Paris,2022,M,12,12,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_M,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2022,L,11,11,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_L,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2022,XL,6,6,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XL,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2022,XXL,6,6,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XXL,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2023,XS,12,28,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XS,16,182.736,0.42857142857142855,False
FBE5E6Q4S6,Paris,2023,S,26,30,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_S,4,45.684,0.8666666666666667,False
FBE5E6Q4S6,Paris,2023,M,32,32,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_M,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2023,L,34,34,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_L,0,0.0,1.0,True
FBE5E6Q4S6,Paris,2023,XL,4,4,Black sweatshirt,Menswear,120.0,47.0,FBE5E6Q4S6_XL,0,0.0,1.0,True
